"CNN","Corridor","Limits","CNNRightLeft","BlockSide","FullName","WeekDay","FromHour","ToHour","Week1","Week2","Week3","Week4","Week5","Holidays","BlockSweepID","Line"
"8753101","Market St","Larkin St  -  Polk St","L","SouthEast","Tuesday","Tues","5","6","1","1","1","1","1","0","1640782","LINESTRING (-122.416291701103 37.777493843394, -122.416317106137 37.777410028361, -122.417392074888 37.776560951931, -122.417501462483 37.776540893509)"
"8508000","Lower Great Hwy","Lincoln Way  -  Irving St","R","West","Tue 1st, 3rd, 5th","Tues","13","15","1","0","1","0","1","0","1645051","LINESTRING (-122.509833064656 37.763969286684, -122.509817375382 37.763728972831, -122.509760348572 37.763273494153, -122.509622173883 37.762127288007)"
"397000","08th Ave","Judah St  -  Kirkham St","L","East","Wed 1st & 3rd","Wed","8","10","1","0","1","0","0","0","1636409","LINESTRING (-122.465114853877 37.762221793442, -122.464981054237 37.760358460146)"
"2184101","Alemany Blvd","Ralston St  -  Palmetto Ave","L","SouthEast","Thu 1st & 3rd","Thu","13","15","1","0","1","0","0","0","1628158","LINESTRING (-122.467027507101 37.711494969725, -122.467167134219 37.711399403834, -122.468830662185 37.710736173342, -122.469288460487 37.710593439044)"
"7985000","Laguna St","Francisco St  -  Bay St","R","East","Thu 1st & 3rd","Thu","9","11","1","0","1","0","0","0","1624216","LINESTRING (-122.431497699329 37.802376296293, -122.431679368855 37.803266736573)"
"207101","03rd St","Newhall St  -  Kirkwood Ave","L","East","Wednesday","Wed","2","6","1","1","1","1","1","0","1614439","LINESTRING (-122.389310055837 37.738741929892, -122.389283847022 37.738629228219, -122.389498043441 37.738021667325, -122.38958738061 37.737955395853)"
"6188000","Gilman Ave","Griffith St  -  Hawes St","R","NorthEast","Monday","Mon","9","11","1","1","1","1","1","0","1606237","LINESTRING (-122.388136867452 37.718235642927, -122.390019684219 37.719298465706)"
"6319000","Gough St","Hayes St  -  Ivy St","R","East","Tuesday","Tues","0","6","1","1","1","1","1","0","1622348","LINESTRING (-122.422978149539 37.776883526732, -122.42307322988 37.777349481873)"
"5171000","Ellis St","Cyril Magnin St  -  Mason St","L","South","Wednesday","Wed","6","8","1","1","1","1","1","0","1610182","LINESTRING (-122.408667084512 37.78538824897, -122.409497525934 37.785282917476)"
"204101","03rd St","Galvez Ave  -  Hudson Ave","L","East","Tuesday","Tues","2","6","1","1","1","1","1","0","1614400","LINESTRING (-122.388475894209 37.741107632071, -122.388449723633 37.740995093851, -122.388665377903 37.740383438572, -122.388754589159 37.740317264063)"
"323000","06th Ave","Irving St  -  Judah St","L","East","Wed 1st & 3rd","Wed","12","14","1","0","1","0","0","0","1629009","LINESTRING (-122.463101994389 37.764177827641, -122.462972001083 37.762315769364)"
"3055000","Boylston St","Gaven St  -  Sweeny St","L","East","Thursday","Thu","8","11","1","1","1","1","1","0","1600914","LINESTRING (-122.411128453176 37.732606075886, -122.410942990935 37.73204393156)"
"3801000","Castro St","24th St  -  Jersey St","L","East","Thu 2nd & 4th","Thu","6","8","0","1","0","1","0","0","1622589","LINESTRING (-122.434089515354 37.751303732487, -122.434006517389 37.75049492442)"
"8539000","Lunado Way","Lunado Ct  -  Mercedes Way","R","East","Fri 1st & 3rd","Fri","11","13","1","0","1","0","0","0","1640297","LINESTRING (-122.471186242606 37.725934637099, -122.471132003953 37.726787738616)"
"5910000","Fulton St","04th Ave  -  05th Ave","L","South","Wed 2nd & 4th","Wed","9","11","0","1","0","1","0","0","1644311","LINESTRING (-122.461619755469 37.773895253488, -122.462683796394 37.773759751656)"
"1706000","32nd Ave","Cabrillo St  -  Fulton St","R","West","Wed 2nd & 4th","Wed","10","12","0","1","0","1","0","0","1643414","LINESTRING (-122.49182375445 37.77409395442, -122.491688045608 37.772227493182)"
"6143201","Geneva Ave","Edinburg St  -  Naples St","L","NorthEast","Saturday","Sat","6","8","1","1","1","1","1","0","1633036","LINESTRING (-122.436991903567 37.714575236758, -122.436900887172 37.71447898724, -122.436357676665 37.71423533795, -122.436176464925 37.714209483378)"
"9701000","North Point St","Scott St  -  Divisadero St","L","South","Fri 1st & 3rd","Fri","11","13","1","0","1","0","0","0","1641498","LINESTRING (-122.441753952848 37.802985304417, -122.443413508933 37.80277413899)"
"181000","03rd St","King St  -  Berry St","R","SouthWest","Friday","Fri","2","6","1","1","1","1","1","0","1628842","LINESTRING (-122.391840525275 37.778125697956, -122.39112141836 37.777553276909)"
"4584000","Darien Way","Junipero Serra Blvd  -  San Rafael Way","L","North","Thu 2nd & 4th","Thu","10","12","0","1","0","1","0","0","1642197","LINESTRING (-122.471399942365 37.731937490134, -122.470508524985 37.731907658752)"
"9161000","Mission St","Excelsior Ave  -  Santa Rosa Ave","R","NorthWest","Saturday","Sat","5","7","1","1","1","1","1","0","1626232","LINESTRING (-122.433623590741 37.726236244239, -122.43398235555 37.72576179005)"
"2490102","Cesar Chavez St","San Jose Ave  -  Guerrero St","R","North","Saturday","Sat","8","10","1","1","1","1","1","0","1636941","LINESTRING (-122.421384746936 37.748032124585, -122.421493717379 37.748017887556, -122.422252376224 37.747972484391, -122.422487363566 37.748013449992)"
"4428000","Cortland Ave","Anderson St  -  Ellsworth St","L","North","Tue 2nd & 4th","Tues","7","8","0","1","0","1","0","0","1615482","LINESTRING (-122.415183626464 37.738932912913, -122.41466597941 37.738882851987, -122.414558859164 37.738881488973)"
"649000","15th St","Capp St  -  Minna St","L","South","Thu 2nd & 4th","Thu","6","8","0","1","0","1","0","0","1622481","LINESTRING (-122.418734448798 37.766739481464, -122.419071721645 37.766719112293)"
"2955000","Berry St","05th St  -  06th St","L","SouthEast","Monday","Mon","0","2","1","1","1","1","1","0","1627878","LINESTRING (-122.395576660647 37.774030851585, -122.397801138823 37.772271935164)"
"11378000","San Bruno Ave","Bacon St  -  Wayland St","R","West","Friday","Fri","7","8","1","1","1","1","1","0","1621266","LINESTRING (-122.40359288999 37.727634126896, -122.40310230743 37.726433455245)"
"6548000","Griffith St","Ingerson Ave  -  Jamestown Ave","R","NorthWest","Monday","Mon","9","11","1","1","1","1","1","0","1633251","LINESTRING (-122.389277654334 37.716961295467, -122.390001720653 37.716156275131)"
"8517000","Lower Great Hwy","Quintara St  -  Rivera St","L","East","Mon 2nd & 4th","Mon","13","15","0","1","0","1","0","0","1628481","LINESTRING (-122.507694895388 37.747248534258, -122.50744262549 37.745391435113)"
"7735000","Kansas St","22nd St  -  Humboldt St","R","West","Friday","Fri","6","8","1","1","1","1","1","0","1623804","LINESTRING (-122.402802943713 37.757068367902, -122.402680555677 37.755793692813)"
"4276000","Collins St","Geary Blvd  -  Anza St","L","East","Friday","Fri","8","10","1","1","1","1","1","0","1637279","LINESTRING (-122.450092302229 37.782116603421, -122.449817447722 37.780752006126)"
"13065000","Valencia St","19th St  -  Cunningham Pl","R","West","Friday","Fri","6","8","1","1","1","1","1","0","1617562","LINESTRING (-122.421425212996 37.760101293834, -122.421355417804 37.759372454033)"
"5558000","Fillmore St","Pacific Ave  -  Broadway","R","East","Mon 1st & 3rd","Mon","11","13","1","0","1","0","0","0","1610362","LINESTRING (-122.434733664087 37.793347285466, -122.434919326571 37.794266033647)"
"2479101","Cesar Chavez St","Bay Shore Blvd  -  Bay Shore Blvd","R","North","Sunday","Sun","6","8","1","1","1","1","1","0","1636911","LINESTRING (-122.402866309241 37.749478459157, -122.402982535434 37.749406179345, -122.403329768292 37.749391188356, -122.403615715549 37.749338131398, -122.405027615726 37.749069167104, -122.405164274553 37.749053325042, -122.405626951896 37.748971047742)"
"10697000","Powell St","Columbus Ave  -  Filbert St","L","West","Mon 1st & 3rd","Mon","7","8","1","0","1","0","0","0","1638195","LINESTRING (-122.410953740074 37.800832981544, -122.411018516461 37.801169752298)"
"10094000","Pacheco St","18th Ave  -  19th Ave","L","South","Wed 1st & 3rd","Wed","10","12","1","0","1","0","0","0","1637926","LINESTRING (-122.47514654886 37.750557087962, -122.476163213735 37.750512277419)"
"10642000","Post St","Franklin St  -  Gough St","L","South","Wed 2nd & 4th","Wed","6","8","0","1","0","1","0","0","1638154","LINESTRING (-122.423213872514 37.786402319844, -122.424858422523 37.786196427833)"
"7756000","Kearny St","Sacramento St  -  Commercial St","L","West","Monday","Mon","2","6","1","1","1","1","1","0","1623843","LINESTRING (-122.404613421188 37.793565084245, -122.4047105823 37.794021380221)"
"4232000","Colby St","Start: 700-799 Block  -  Olmstead St","R","West","Friday","Fri","12","15","1","1","1","1","1","0","1603163","LINESTRING (-122.410778901852 37.721226844337, -122.410485624723 37.720511632877)"
"5926000","Fulton St","19th Ave  -  20th Ave","L","South","Thu 1st, 3rd, 5th","Thu","13","15","1","0","1","0","1","0","1632675","LINESTRING (-122.477766947096 37.772863655267, -122.478836951316 37.77281456851)"
"327000","06th St","Stevenson St  -  Jessie St","L","NorthEast","HOLIDAY","Holiday","4","6","1","1","1","1","1","0","1614305","LINESTRING (-122.409693261412 37.781754327744, -122.409245442644 37.781398133902)"
"9835101","Ocean Ave","Lakewood Ave  -  Manor Dr","L","SouthWest","Wed 1st & 3rd","Wed","7","8","1","0","1","0","0","0","1603499","LINESTRING (-122.46457257839 37.726131788556, -122.464654243507 37.726126376796, -122.465258952978 37.726353286674, -122.465312619494 37.726405275555)"
"3530000","California St","Montgomery St  -  Spring St","R","North","Monday","Mon","2","6","1","1","1","1","1","0","1602430","LINESTRING (-122.402766769461 37.792851222019, -122.403827999446 37.792717131691)"
"8740101","Market St","Pine St  -  Front St","L","SouthEast","Friday","Fri","5","6","1","1","1","1","1","0","1640697","LINESTRING (-122.397383445616 37.792405521236, -122.397406269634 37.792321953228, -122.398157919715 37.791731151712, -122.398264448474 37.791716058294)"
"8743201","Market St","02nd St  -  Montgomery St","L","SouthEast","Wednesday","Wed","2","6","1","1","1","1","1","0","1642526","LINESTRING (-122.401375491232 37.789264322323, -122.401479452624 37.789243545692, -122.401938635464 37.788877890714, -122.402065729755 37.788721152431)"
"339000","06th St","Ahern Way  -  Bryant St","R","SouthWest","Wednesday","Wed","4","6","1","1","1","1","1","0","1614173","LINESTRING (-122.403370738187 37.776714700193, -122.40252409672 37.776039321487)"
"9721000","O'Farrell St","Security Pacific Pl  -  Stockton St","R","North","Friday","Fri","2","6","1","1","1","1","1","0","1603631","LINESTRING (-122.405346079026 37.786747618663, -122.406398878228 37.786615347195)"
"10338001","Pennsylvania Ave","I-280 S On Ramp  -  I-280 S On Ramp","R","West","Friday","Fri","0","6","1","1","1","1","1","0","1609185","LINESTRING (-122.392577924098 37.751942199068, -122.392531456352 37.751486688062)"
"6069201","Geary Blvd","Funston Ave  -  Park Presidio Blvd","R","North","Thu 1st, 3rd, 5th","Thu","7","8","1","0","1","0","1","0","1632868","LINESTRING (-122.4717754593 37.78068110402, -122.471873575444 37.780745243401, -122.472167264589 37.780735662186, -122.472312256173 37.780655827805)"
"6672000","Harbor Rd","Ingalls St  -  Bertha Ln","R","NorthEast","Wednesday","Wed","9","11","1","1","1","1","1","0","1608831","LINESTRING (-122.379931725026 37.733380733263, -122.380110512712 37.733398471768, -122.380200057818 37.733431989162, -122.381117087947 37.733939701775, -122.381284181256 37.734033852098)"
"9535000","Nevada St","Powhattan Ave  -  Cortland Ave","R","West","Thursday","Thu","12","14","1","1","1","1","1","0","1619681","LINESTRING (-122.411194932133 37.741394584241, -122.411233791476 37.741323540853, -122.411370096755 37.73983106182)"
"6111000","Geary St","Mason St  -  Taylor St","L","South","Thursday","Thu","2","6","1","1","1","1","1","0","1606083","LINESTRING (-122.409874016327 37.787149143318, -122.41151576723 37.786939706696)"
"10563000","Polk St","Post St  -  Hemlock St","L","West","Monday","Mon","6","8","1","1","1","1","1","0","1620010","LINESTRING (-122.419927947561 37.786827526696, -122.42001957405 37.787280026389)"
"2960000","Bertita St","Unnamed 027  -  Seneca Ave","L","SouthEast","Thursday","Thu","9","11","1","1","1","1","1","0","1600879","LINESTRING (-122.439827557008 37.719125460782, -122.440887901805 37.718290233183)"
"13157101","Van Ness Ave","Pine St  -  California St","L","West","HOLIDAY","Holiday","4","6","1","1","1","1","1","0","1599055","LINESTRING (-122.422135208482 37.789412061535, -122.42225658323 37.789492260553, -122.422408152121 37.790241388759, -122.422328954916 37.79036965946)"
"2121000","Alabama St","Cesar Chavez St  -  Precita Ave","R","West","Friday","Fri","9","11","1","1","1","1","1","0","1612411","LINESTRING (-122.410546068123 37.748316719113, -122.410461075755 37.747429894087, -122.410495198277 37.74735419947)"
"7562000","Jones St","Market St  -  McAllister St","L","West","Sunday","Sun","6","8","1","1","1","1","1","0","1597531","LINESTRING (-122.411985369438 37.780951763547, -122.412024074642 37.781136160202)"
"2794000","Bay St","Broderick St  -  Baker St","R","North","Fri 1st & 3rd","Fri","11","13","1","0","1","0","0","0","1612121","LINESTRING (-122.444892548721 37.801625982454, -122.44653029128 37.80141778755)"
"2811000","Bay Shore Blvd","Fitzgerald Ave  -  Wayland St","R","West","Saturday","Sat","7","8","1","1","1","1","1","0","1628254","LINESTRING (-122.401875118287 37.726964759406, -122.401822426216 37.726775260692)"
"11467101","San Jose Ave","Farragut Ave  -  Plymouth Ave","L","SouthEast","Fri 1st & 3rd","Fri","8","10","1","0","1","0","0","0","1605330","LINESTRING (-122.453457697077 37.713212387184, -122.453756555299 37.712962535317, -122.453868274882 37.712803429125, -122.453944793102 37.712591210766, -122.454044136583 37.712328752687, -122.454164400101 37.712127314548, -122.454357875397 37.711955344901, -122.454595801152 37.711820991785, -122.454916390444 37.711708279177, -122.455226921804 37.711580390416, -122.455654265209 37.711268749564, -122.455815738548 37.711222853517)"
"3136000","Britton St","Visitacion Ave  -  End: 100-199 Block","R","West","Wednesday","Wed","8","11","1","1","1","1","1","0","1627416","LINESTRING (-122.412504559162 37.712724854198, -122.412841446752 37.711970484777)"
"9185000","Mission St","Ottawa Ave  -  Florentine Ave","R","NorthWest","HOLIDAY","Holiday","5","7","1","1","1","1","1","1","1600071","LINESTRING (-122.44370603206 37.713591510834, -122.443951627671 37.713362090755)"
"6716000","Harrison St","Hawthorne St  -  03rd St","R","NorthWest","Wednesday","Wed","2","6","1","1","1","1","1","0","1607948","LINESTRING (-122.396262401228 37.783440753408, -122.39738553825 37.782553592904)"
"2565000","Avalon Ave","La Grande Ave  -  Felton St","L","NorthWest","Tuesday","Tues","12","15","1","1","1","1","1","0","1634892","LINESTRING (-122.424144179175 37.724814099217, -122.423609731201 37.725064361259, -122.423325494689 37.7251381382)"
"4085000","Clay St","Leidesdorff St  -  Montgomery St","R","North","Monday","Mon","2","6","1","1","1","1","1","0","1602780","LINESTRING (-122.402374350252 37.794770929725, -122.403139295157 37.794666281853)"
"328000","06th St","Jessie St  -  Mission St","R","SouthWest","Monday","Mon","4","6","1","1","1","1","1","0","1614150","LINESTRING (-122.409245442644 37.781398133902, -122.408708673446 37.780971182971)"
"10458001","Pine St","Leidesdorff St  -  Exchange Pl","R",,"Wednesday","Wed","2","6","1","1","1","1","1","0","1609370","LINESTRING (-122.401754121256 37.792003429358, -122.401859378394 37.791989971273)"
"11710000","Scott St","Vallejo St  -  Green St","L","West","Mon 1st & 3rd","Mon","10","12","1","0","1","0","0","0","1632305","LINESTRING (-122.440045217168 37.794597761093, -122.440234138394 37.795532867489)"
"11452000","San Jose Ave","Havelock St  -  Santa Ynez Ave","L","SouthEast","Fri 1st & 3rd","Fri","8","10","1","0","1","0","0","0","1610922","LINESTRING (-122.441581917231 37.726758875179, -122.442387190636 37.72579268517)"
"9844101","Ocean Ave","San Leandro Way  -  San Fernando Way","L","SouthWest","Fri 1st & 3rd","Fri","7","8","1","0","1","0","0","0","1630118","LINESTRING (-122.469341914147 37.729976875729, -122.469432252323 37.729976311448, -122.470066477323 37.730248724946, -122.470110426198 37.730308468322)"
"7652101","Judah St","17th Ave  -  18th Ave","L","South","Mon 1st & 3rd","Mon","7","8","1","0","1","0","0","0","1597783","LINESTRING (-122.474854931753 37.761794144009, -122.474959907916 37.761748272356, -122.475853400462 37.761709001035, -122.475924092975 37.761747152)"
"1233000","23rd St","Illinois St  -  03rd St","R","North","Monday","Mon","0","6","1","1","1","1","1","0","1608596","LINESTRING (-122.387065851715 37.755446220695, -122.388001120426 37.75538988496)"
"6396000","Grant Ave","Washington St  -  Jackson St","L","West","Sunday","Sun","2","6","1","1","1","1","1","1","1606424","LINESTRING (-122.406475551112 37.795144464814, -122.406652352008 37.796024750166)"
"3803000","Castro St","25th St  -  Clipper St","L","East","Thu 2nd & 4th","Thu","6","8","0","1","0","1","0","0","1622591","LINESTRING (-122.433929087771 37.749695808673, -122.433851103483 37.748895971959)"
"7123000","Hyde St","Sutter St  -  Bush St","R","East","Tuesday","Tues","6","8","1","1","1","1","1","0","1634752","LINESTRING (-122.41682715369 37.788177890815, -122.417016878024 37.789110175732)"
"7955000","Laguna St","McAllister St  -  Redwood St","R","East","Wednesday","Wed","12","14","1","1","1","1","1","0","1638814","LINESTRING (-122.426828556374 37.779257971013, -122.426922705116 37.779725744016)"
"3315000","Bryant St","25th St  -  26th St","R","West","Wednesday","Wed","9","11","1","1","1","1","1","0","1635271","LINESTRING (-122.408977847089 37.751200796314, -122.408825280027 37.74960064046)"
"13359000","Waller St","Octavia St  -  Laguna St","L","South","Tuesday","Tues","12","14","1","1","1","1","1","0","1613544","LINESTRING (-122.423726328953 37.77199848087, -122.425322484089 37.771795346983)"
"820000","17th St","Roosevelt Way  -  Monument Way","L","South","Wednesday","Wed","12","14","1","1","1","1","1","0","1602240","LINESTRING (-122.445309434953 37.76188044273, -122.446384044119 37.761816426278)"
"3179000","Broadway","Steiner St  -  Pierce St","L","South","Tuesday","Tues","6","8","1","1","1","1","1","0","1614688","LINESTRING (-122.436567203045 37.794057580117, -122.438208905656 37.793849883481)"
"9725000","O'Farrell St","Elwood St  -  Mason St","R","North","Wednesday","Wed","2","6","1","1","1","1","1","0","1603628","LINESTRING (-122.409328905494 37.786247172766, -122.409683072542 37.78620266448)"
"163000","03rd St","Market St  -  Stevenson St","L","NorthEast","Tuesday","Tues","2","6","1","1","1","1","1","0","1628843","LINESTRING (-122.403430800691 37.787641848946, -122.403342641146 37.787274627763, -122.403028192908 37.787024418781)"
"568101","14th Ave","Pacheco St  -  Aerial Way","L","NorthEast","Fri 1st & 3rd","Fri","9","11","1","0","1","0","0","0","1633986","LINESTRING (-122.470907529475 37.7526158364, -122.470845838025 37.752582613855, -122.470679735847 37.752375855886)"
"5696000","Folsom St","21st St  -  22nd St","L","East","Tuesday","Tues","9","11","1","1","1","1","1","0","1610602","LINESTRING (-122.414541467682 37.757297644179, -122.414387601144 37.755699464756)"
"10587000","Polk St","North Point St  -  Beach St","L","West","Wednesday","Wed","2","6","1","1","1","1","1","0","1620050","LINESTRING (-122.423655075271 37.805286984453, -122.423844681032 37.806221894759)"
"9102000","Mission St","Julia St  -  08th St","L","SouthEast","Wednesday","Wed","2","6","1","1","1","1","1","1","1618741","LINESTRING (-122.412413343787 37.778045328617, -122.413157691449 37.777457419935)"
"9835101","Ocean Ave","Lakewood Ave  -  Manor Dr","L","SouthWest","Wed 2nd & 4th","Wed","7","8","0","1","0","1","0","0","1603537","LINESTRING (-122.46457257839 37.726131788556, -122.464654243507 37.726126376796, -122.465258952978 37.726353286674, -122.465312619494 37.726405275555)"
"5941000","Fulton St","34th Ave  -  35th Ave","L","South","Thu 1st, 3rd, 5th","Thu","13","15","1","0","1","0","1","0","1632690","LINESTRING (-122.493832478955 37.772129661789, -122.494903299241 37.772080795145)"
"2956004","Berry St","King St  -  Berry Extension St","L",,"Monday","Mon","0","2","1","1","1","1","1","0","1627880","LINESTRING (-122.398502614299 37.771717245698, -122.399487102688 37.770938743163)"
"205201","03rd St","Hudson Ave  -  Innes Ave","R","West","Wednesday","Wed","2","6","1","1","1","1","1","0","1614391","LINESTRING (-122.388754589159 37.740317264063, -122.388855205357 37.740242629175, -122.389060494954 37.73966042188, -122.389030967576 37.739533448632)"
"9953000","Onondaga Ave","Alemany Blvd  -  Rosella Ct","R","NorthEast","Thursday","Thu","9","11","1","1","1","1","1","0","1630178","LINESTRING (-122.438641760326 37.721626383687, -122.439168147649 37.721833877888)"
"970000","19th St","South Van Ness Ave  -  Capp St","R","North","Friday","Fri","6","8","1","1","1","1","1","0","1607591","LINESTRING (-122.417025815185 37.76036702254, -122.41811811831 37.760301061851)"
"3619000","Cambridge St","West View Ave  -  Sweeny St","R","West","Wednesday","Wed","10","12","1","1","1","1","1","0","1636738","LINESTRING (-122.419281874009 37.731164307711, -122.419373451916 37.730430034064)"
"1039000","20th St","De Haro St  -  Rhode Island St","L","South","Wednesday","Wed","8","10","1","1","1","1","1","0","1646382","LINESTRING (-122.401111609733 37.759733768897, -122.402079751881 37.759675431931)"
"6235000","Goettingen St","Bacon St  -  Wayland St","R","West","Tuesday","Tues","8","11","1","1","1","1","1","0","1611692","LINESTRING (-122.406565382484 37.726858522411, -122.406071234303 37.725657709721)"
"8164000","Lathrop Ave","Nueva Ave  -  Gillette Ave","L","North","Friday","Fri","8","11","1","1","1","1","1","0","1624383","LINESTRING (-122.397701621462 37.710250326279, -122.396839303181 37.710045082409)"
"6060101","Geary Blvd","04th Ave  -  05th Ave","L","South","Mon 1st, 3rd, 5th","Mon","7","8","1","0","1","0","1","0","1611468","LINESTRING (-122.462139278828 37.781110995361, -122.46228232273 37.781039632216, -122.463085173117 37.781007453407, -122.463210680143 37.781070164904)"
"9832102","Ocean Ave","Ingleside Path  -  Fairfield Way","L","SouthWest","Wed 1st & 3rd","Wed","7","8","1","0","1","0","0","0","1603496","LINESTRING (-122.463238067596 37.725589320368, -122.46378848895 37.725805464994, -122.463843893175 37.725862491577)"
"7368000","Jackson St","Columbus Ave  -  Kearny St","R","North","Wednesday","Wed","2","6","1","1","1","1","1","0","1597265","LINESTRING (-122.404412160717 37.796302098069, -122.405142977293 37.796210954662)"
"7670000","Judah St","35th Ave  -  Pino Aly","R","North","Thu 2nd & 4th","Thu","7","8","0","1","0","1","0","0","1616223","LINESTRING (-122.49413974167 37.760945032966, -122.494693067452 37.760920623257)"
"12260000","Sunnydale Ave","Rutland St  -  Cora St","R","North","Wednesday","Wed","8","11","1","1","1","1","1","0","1598300","LINESTRING (-122.408639026412 37.709844110718, -122.409583755677 37.710109208094)"
"4825000","Divisadero St","Green St  -  Union St","L","West","Thu 1st & 3rd","Thu","10","12","1","0","1","0","0","0","1615327","LINESTRING (-122.441902242347 37.795320614912, -122.442090401186 37.796249119589)"
"10287000","Parnassus Ave","Cole St  -  Shrader St","L","South","Thu 1st","Thu","9","11","1","0","0","0","0","0","1609159","LINESTRING (-122.449769713481 37.764866453154, -122.451213061906 37.764682363972)"
"481000","10th St","Stevenson St  -  Jessie St","R","SouthWest","Monday","Mon","0","6","1","1","1","1","1","0","1633876","LINESTRING (-122.416915852858 37.776075774103, -122.416525136359 37.775764144344)"
"8741101","Market St","Front St  -  Bush St","L","SouthEast","Sunday","Sun","5","7","1","1","1","1","1","1","1640593","LINESTRING (-122.398264448474 37.791716058294, -122.398285372918 37.791630971153, -122.399042010545 37.79103298455, -122.399148598539 37.791016649255)"
"5454000","Fell St","Lyon St  -  Central Ave","R","North","Tuesday","Tues","8","10","1","1","1","1","1","0","1628571","LINESTRING (-122.442564850432 37.773424225375, -122.444216182528 37.773212067017)"
"15023102","Mission Bay Dr","ission Bay Cir - Berry Extension St","L",,"Tuesday","Tues","0","2","1","1","1","1","1","0","1642970","LINESTRING (-122.396198702298 37.770362563062, -122.396308581979 37.770391600544, -122.396397606547 37.770396247959, -122.396691493496 37.770319780156, -122.396777867837 37.77028069666, -122.396853144337 37.770227200476, -122.39693546135 37.770149272619, -122.397028130054 37.770056586551, -122.397107816112 37.769995723805, -122.397207670268 37.769944263525, -122.397300327707 37.76991115809, -122.397382539702 37.769889164032, -122.397474223504 37.769877960767, -122.397671929058 37.769857210963, -122.39784834556 37.769834875388, -122.397984603768 37.76979624412, -122.398071038498 37.769759590725, -122.39815624535 37.769707633083, -122.398268559225 37.769708298)"
"9346000","Moraga St","21st Ave  -  22nd Ave","L","South","Thu 1st, 3rd, 5th","Thu","13","15","1","0","1","0","1","0","1645968","LINESTRING (-122.478744372984 37.756013654637, -122.479817195888 37.755966338971)"
"5184000","Ellis St","Start: 1350-1441 Block  -  Hollis St","R","North","Thursday","Thu","12","14","1","1","1","1","1","0","1610221","LINESTRING (-122.429824919783 37.782703638775, -122.430050782252 37.782672402705)"
"1858000","38th Ave","Rivera St  -  Santiago St","L","East","Thu 2nd & 4th","Thu","12","14","0","1","0","1","0","0","1641691","LINESTRING (-122.496309468389 37.745880522606, -122.496179672448 37.744021092232)"
"3688000","Cardenas Ave","Holloway Ave  -  Serrano Dr","R","West","Tue 2nd & 4th","Tues","9","11","0","1","0","1","0","0","1636770","LINESTRING (-122.477020858727 37.720772801228, -122.477052609077 37.720081269383)"
"2810000","Bay Shore Blvd","Phelps St  -  Fitzgerald Ave","L","East","Thursday","Thu","7","8","1","1","1","1","1","0","1635955","LINESTRING (-122.402105120585 37.727789703729, -122.401875118287 37.726964759406)"
"5391000","Fairfax Ave","Lane St  -  Mendell St","R","NorthEast","Tuesday","Tues","0","6","1","1","1","1","1","0","1627889","LINESTRING (-122.383410430729 37.73917717115, -122.385281656032 37.740240016437)"
"13624000","Wiese St","15th St  -  16th St","L","East","Thursday","Thu","7","8","1","1","1","1","1","0","1635318","LINESTRING (-122.420637843563 37.766624516615, -122.420482492199 37.765002196919)"
"6171000","Giants Dr","Ingerson Ave  -  Gilman Ave","R","SouthEast","Wednesday","Wed","8","10","1","1","1","1","1","0","1606231","LINESTRING (-122.388130509241 37.716298216102, -122.387911767083 37.71632787502, -122.386849666225 37.717509001666)"
"448000","09th St","Mission St  -  Minna St","R","SouthWest","Thursday","Thu","2","6","1","1","1","1","1","0","1642649","LINESTRING (-122.414711003922 37.776230519995, -122.414173205367 37.775800686417)"
"7832201","King St","02nd St  -  03rd St","R","NorthWest","Sunday","Sun","1","3","1","1","1","1","1","1","1627909","LINESTRING (-122.389590696096 37.77986128594, -122.389769153998 37.779864956526, -122.390660598019 37.779164969252, -122.391140895849 37.778818518184, -122.391793957368 37.778244487829, -122.391840525275 37.778125697956)"
"4083000","Clay St","Battery St  -  Sansome St","R","North","Friday","Fri","2","6","1","1","1","1","1","0","1602794","LINESTRING (-122.400329332437 37.795013150005, -122.400459769442 37.794960523633, -122.40137774784 37.794848921652, -122.401487580456 37.79483949867)"
"7242000","Ingalls St","Ingerson Ave  -  Jamestown Ave","R","NorthWest","Monday","Mon","8","10","1","1","1","1","1","0","1638357","LINESTRING (-122.39298153841 37.719113641918, -122.393544809626 37.718487362478)"
"9089000","Mission St","Ecker St  -  Shaw Aly","L","SouthEast","Monday","Mon","2","6","1","1","1","1","1","1","1618680","LINESTRING (-122.398315825613 37.789177330318, -122.398564293259 37.788981173596)"
"12205000","Stockton St","Clay St  -  Washington St","L","West","Friday","Fri","2","6","1","1","1","1","1","0","1624648","LINESTRING (-122.407903301695 37.794060297444, -122.408079101008 37.794940686929)"
"12135000","Steiner St","Post St  -  Sutter St","L","West","Wed 1st & 3rd","Wed","12","14","1","0","1","0","0","0","1611169","LINESTRING (-122.43472999171 37.784944006552, -122.434917663202 37.785876209018)"
"9162000","Mission St","Santa Rosa Ave  -  Harrington St","R","NorthWest","Thursday","Thu","5","7","1","1","1","1","1","0","1626382","LINESTRING (-122.43398235555 37.72576179005, -122.434425696346 37.725175476577)"
"1377000","25th Ave","Anza St  -  Balboa St","R","West","Tue 1st, 3rd, 5th","Tues","8","10","1","0","1","0","1","0","1628073","LINESTRING (-122.484595237686 37.778165834679, -122.48446065187 37.776302167251)"
