"CNN","Corridor","Limits","CNNRightLeft","BlockSide","FullName","WeekDay","FromHour","ToHour","Week1","Week2","Week3","Week4","Week5","Holidays","BlockSweepID","Line"
"10122000","Pacific Ave","Montgomery St  -  Jerome Aly","R","North","Monday","Mon","2","6","1","1","1","1","1","0","1603975","LINESTRING (-122.40367597585 37.797298104738, -122.404058394498 37.797250203389)"
"7259101","Innes Ave","Innes Ave  -  Mendell St","L","SouthWest","Tuesday","Tues","8","10","1","1","1","1","1","0","1612981","LINESTRING (-122.385418564439 37.737434728877, -122.385521119464 37.737468096022, -122.386918016172 37.738266343968, -122.386961691615 37.738358822658)"
"4294000","Columbus Ave","Vallejo St  -  Green St","R","NorthEast","Thursday","Thu","4","6","1","1","1","1","1","0","1615386","LINESTRING (-122.407869496169 37.798696861567, -122.409014377479 37.799489820039)"
"4429000","Cortland Ave","Ellsworth St  -  Gates St","L","North","Fri 1st, 3rd, 5th","Fri","7","8","1","0","1","0","1","0","1615507","LINESTRING (-122.414558859164 37.738881488973, -122.413937707973 37.738930424061)"
"6072101","Geary Blvd","15th Ave  -  16th Ave","L","South","Mon 1st, 3rd, 5th","Mon","7","8","1","0","1","0","1","0","1611480","LINESTRING (-122.473982470231 37.780575382328, -122.474098399686 37.780510542874, -122.474961806025 37.780469705538, -122.475083580853 37.78052853468)"
"6139101","Geneva Ave","London St  -  Paris St","L","NorthEast","Thursday","Thu","5","7","1","1","1","1","1","0","1633051","LINESTRING (-122.440255134802 37.716038820045, -122.440096783584 37.716018185809, -122.439509928752 37.715754986965, -122.439438471855 37.715672554478)"
"6131201","Geneva Ave","I-280 N On Ramp  -  San Jose Ave","R","SouthWest","Fri 2nd & 4th","Fri","7","8","0","1","0","1","0","0","1606152","LINESTRING (-122.447751554045 37.721155307309, -122.447708957133 37.721071204545, -122.446832518211 37.720744949864, -122.446608650632 37.720724224495)"
"6186000","Gilman Ave","Arelious Walker Dr  -  Giants Dr","R","NorthEast","Friday","Fri","10","15","1","1","1","1","1","0","1611666","LINESTRING (-122.386265013791 37.717178948313, -122.386849666225 37.717509001666)"
"13465000","Waverly Pl","Clay St  -  Washington St","L","West","Wednesday","Wed","2","6","1","1","1","1","1","0","1625608","LINESTRING (-122.406821216386 37.794197957191, -122.407000777835 37.795077381844)"
"7569000","Jones St","Steveloe Pl  -  O'Farrell St","L","West","Tuesday","Tues","6","8","1","1","1","1","1","0","1597726","LINESTRING (-122.412881239572 37.785353823175, -122.412969666673 37.785789584224)"
"7676000","Judah St","39th Ave  -  40th Ave","L","South","Tue 1st, 3rd, 5th","Tues","7","8","1","0","1","0","1","0","1645726","LINESTRING (-122.498424502868 37.760755943692, -122.499496634762 37.760708605426)"
"1862000","38th Ave","Vicente St  -  Wawona St","R","West","Fri 2nd & 4th","Fri","12","14","0","1","0","1","0","0","1641695","LINESTRING (-122.495789160308 37.738426124337, -122.49565879379 37.736558142555)"
"250000","04th St","Stevenson St  -  Jessie St","R","SouthWest","Monday","Mon","0","2","1","1","1","1","1","0","1601213","LINESTRING (-122.405235712266 37.785265098004, -122.404795061402 37.784908300158)"
"5424000","Faxon Ave","Lakeview Ave  -  Grafton Ave","L","West","Thu 1st & 3rd","Thu","9","11","1","0","1","0","0","0","1631222","LINESTRING (-122.460208688827 37.718230546116, -122.460218174515 37.720021059212)"
"9922000","Olmstead St","San Bruno Ave  -  Girard St","L","South","Friday","Fri","12","15","1","1","1","1","1","0","1630171","LINESTRING (-122.401612579224 37.722832385065, -122.402604814378 37.722574076333)"
"134000","02nd St","Natoma St  -  Howard St","R","SouthWest","Friday","Fri","3","5","1","1","1","1","1","0","1635556","LINESTRING (-122.398789600192 37.787203463146, -122.398256962887 37.786778949715)"
"10424000","Pierce St","McAllister St  -  Golden Gate Ave","L","West","Friday","Fri","9","11","1","1","1","1","1","0","1604169","LINESTRING (-122.435052389688 37.778212771957, -122.43524101231 37.779144878341)"
"1549000","27th Ave","Balboa St  -  Cabrillo St","L","East","Fri 2nd & 4th","Fri","9","11","0","1","0","1","0","0","1644325","LINESTRING (-122.486603080197 37.776203751575, -122.486468647245 37.774338773731)"
"7357000","Jack London Aly","South Park  -  Varney Pl","R","SouthWest","Thursday","Thu","0","2","1","1","1","1","1","0","1638515","LINESTRING (-122.393812121895 37.781467243764, -122.393518963477 37.781233240184)"
"13620000","Whittier St","Mission St  -  Cassandra Ct","L","NorthEast","Tuesday","Tues","9","11","1","1","1","1","1","0","1627668","LINESTRING (-122.448376961959 37.710372707695, -122.448022327963 37.709716178065)"
"10338001","Pennsylvania Ave","I-280 S On Ramp  -  I-280 S On Ramp","L","East","Monday","Mon","0","6","1","1","1","1","1","0","1609194","LINESTRING (-122.392577924098 37.751942199068, -122.392531456352 37.751486688062)"
"3736000","Carroll Ave","Ingalls St  -  Jennings St","R","NorthEast","Friday","Fri","4","6","1","1","1","1","1","0","1636794","LINESTRING (-122.389619541306 37.722851441563, -122.391491914499 37.723914104564)"
"9090000","Mission St","Shaw Aly  -  Anthony St","L","SouthEast","Saturday","Sat","2","6","1","1","1","1","1","1","1618914","LINESTRING (-122.398564293259 37.788981173596, -122.399358490876 37.788354170243)"
"3608000","California St","31st Ave  -  32nd Ave","R","North","Fri 2nd & 4th","Fri","8","10","0","1","0","1","0","0","1643814","LINESTRING (-122.491436411466 37.783591415908, -122.492510186874 37.783542782085)"
"12315000","Sutter St","Market St  -  Sansome St","R","North","Monday","Mon","2","6","1","1","1","1","1","0","1598330","LINESTRING (-122.400152468999 37.790290160159, -122.400555263479 37.790247404757)"
"8938000","Meade Ave","Jennings St  -  03rd St","R","NorthEast","Monday","Mon","8","10","1","1","1","1","1","0","1641062","LINESTRING (-122.397106412065 37.717697065726, -122.397980976279 37.718177726372)"
"976000","19th St","Lapidge St  -  Linda St","R","North","Monday","Mon","12","14","1","1","1","1","1","0","1622964","LINESTRING (-122.422258247683 37.76005095881, -122.422879384762 37.760013423631)"
"9897000","Octavia St","Broadway  -  Vallejo St","L","West","Thu 1st & 3rd","Thu","9","11","1","0","1","0","0","0","1601844","LINESTRING (-122.428344483661 37.795105610775, -122.428537813743 37.796062892582)"
"13405000","Washington St","Davis St  -  Battery St","R","North","Wednesday","Wed","2","6","1","1","1","1","1","0","1599268","LINESTRING (-122.398152067297 37.796186071818, -122.40048553615 37.795875004022)"
"10403000","Phelps St","La Salle Ave  -  McKinnon Ave","L","SouthEast","Friday","Fri","7","8","1","1","1","1","1","0","1604151","LINESTRING (-122.392392963142 37.738602684549, -122.392965086152 37.737961205975)"
"9664000","Noriega St","30th Ave  -  31st Ave","R","North","Fri 2nd & 4th","Fri","7","8","0","1","0","1","0","0","1637645","LINESTRING (-122.48826408049 37.75372090228, -122.489323711195 37.753674193136)"
"13500000","Wawona St","46th Ave  -  47th Ave","L","South","Fri 1st, 3rd, 5th","Fri","7","8","1","0","1","0","1","0","1640207","LINESTRING (-122.504227751309 37.736182123861, -122.505296602408 37.736135140655)"
"7291000","Irving St","14th Ave  -  15th Ave","L","South","Fri 2nd & 4th","Fri","7","8","0","1","0","1","0","0","1638458","LINESTRING (-122.47166779487 37.763801647337, -122.472789705497 37.763752330752)"
"7571000","Jones St","Geary St  -  Colin Pl","R","East","Thursday","Thu","6","8","1","1","1","1","1","0","1616009","LINESTRING (-122.413161444271 37.786729744902, -122.413294829843 37.787383633441)"
"9658000","Noriega St","24th Ave  -  25th Ave","L","South","Mon 1st, 3rd, 5th","Mon","7","8","1","0","1","0","1","0","1645595","LINESTRING (-122.481831845633 37.75400423286, -122.482899355646 37.753957234976)"
"10543000","Point Lobos Ave","48th Ave  -  Merrie Way","R","North","Saturday","Sat","2","6","1","1","1","1","1","0","1609649","LINESTRING (-122.509432940123 37.779851069753, -122.510468097621 37.779793271388, -122.51063546516 37.779765403735, -122.510801097041 37.779721932419, -122.510931056544 37.779670731924, -122.511359655316 37.779443512937, -122.511424139012 37.779409663242)"
"176000","03rd St","Taber Pl  -  South Park","R","SouthWest","Thursday","Thu","2","6","1","1","1","1","1","0","1628799","LINESTRING (-122.395517753104 37.78106214102, -122.395064952238 37.780700560209)"
"7756000","Kearny St","Sacramento St  -  Commercial St","R","East","Thursday","Thu","2","6","1","1","1","1","1","0","1623859","LINESTRING (-122.404613421188 37.793565084245, -122.4047105823 37.794021380221)"
"434000","09th Ave","Kirkham St  -  Lawton St","R","West","Fri 1st & 3rd","Fri","8","10","1","0","1","0","0","0","1607210","LINESTRING (-122.466050388408 37.760311558773, -122.465919985505 37.758444594114)"
"9122001","Mission St","20th St  -  Catherine Ct","L",,"HOLIDAY","Holiday","4","6","1","1","1","1","1","1","1641266","LINESTRING (-122.419052606406 37.758632566983, -122.419011533299 37.758199785454)"
"3141000","Broadmoor Dr","Winston Dr  -  Stonecrest Dr","R","West","Wed 2nd & 4th","Wed","8","10","0","1","0","1","0","0","1642182","LINESTRING (-122.473347163427 37.726854851663, -122.473282984841 37.725948540047, -122.473295451735 37.725412374445)"
"9304000","Montgomery St","Clay St  -  Merchant St","R","East","Tuesday","Tues","2","6","1","1","1","1","1","0","1601411","LINESTRING (-122.403139295157 37.794666281853, -122.403221401049 37.795066329112)"
"6125000","Genebern Way","Murray St  -  Benton Ave","L","East","Mon 2nd & 4th","Mon","8","10","0","1","0","1","0","0","1633023","LINESTRING (-122.425034689381 37.73354805078, -122.425036846578 37.733428390352, -122.425047409624 37.73324036477, -122.425108372649 37.73291266771, -122.425153951515 37.73283977401)"
"9108000","Mission St","10th St  -  11th St","R","NorthWest","Sunday","Sun","2","6","1","1","1","1","1","1","1618519","LINESTRING (-122.41590817905 37.775272060559, -122.417104135557 37.774325287386)"
"1522000","26th St","South Van Ness Ave  -  Cypress St","R","North","Tuesday","Tues","6","8","1","1","1","1","1","0","1646250","LINESTRING (-122.415954642497 37.749172183401, -122.416518515035 37.749138339372)"
"2688000","Balboa St","43rd Ave  -  44th Ave","L","South","Mon 2nd & 4th","Mon","11","13","0","1","0","1","0","0","1643948","LINESTRING (-122.503744647132 37.775421469915, -122.504816356775 37.775372452429)"
"10216000","Palou Ave","Griffith St  -  Crisp Rd","R","NorthEast","Wednesday","Wed","12","14","1","1","1","1","1","0","1604059","LINESTRING (-122.379696557339 37.72761779427, -122.379991857745 37.727785414134)"
"1054000","20th St","South Van Ness Ave  -  Capp St","R","North","Thursday","Thu","6","8","1","1","1","1","1","0","1607627","LINESTRING (-122.416872481818 37.758764228709, -122.417964704907 37.758698272454)"
"3089000","Brannan St","08th St  -  09th St","R","NorthWest","Wednesday","Wed","0","6","1","1","1","1","1","0","1635040","LINESTRING (-122.405424734662 37.771296353276, -122.407001490367 37.770049772008)"
"10918000","Randolph St","Victoria St  -  Ramsell St","L","South","Thu 2nd & 4th","Thu","7","8","0","1","0","1","0","0","1630568","LINESTRING (-122.465299721238 37.714286977044, -122.466198673274 37.71428007353)"
"8740201","Market St","Pine St  -  Front St","R","NorthWest","Saturday","Sat","5","7","1","1","1","1","1","1","1640565","LINESTRING (-122.397383445616 37.792405521236, -122.397490300593 37.792387025402, -122.398235498252 37.791800086215, -122.398264448474 37.791716058294)"
"6398000","Grant Ave","Pacific Ave  -  Jack Kerouac Aly","L","West","HOLIDAY","Holiday","2","6","1","1","1","1","1","1","1633182","LINESTRING (-122.406827677878 37.796901905855, -122.406944628746 37.797468973132)"
"2931000","Benton Ave","Roscoe St  -  Porter St","R","South","Thu 2nd & 4th","Thu","8","10","0","1","0","1","0","0","1627354","LINESTRING (-122.41881611714 37.734016785772, -122.418190982821 37.733984236636)"
"1537000","26th St","Sanchez St  -  Noe St","R","North","Tue 2nd & 4th","Tues","9","11","0","1","0","1","0","0","1634421","LINESTRING (-122.429346499718 37.748362263935, -122.431556650382 37.748229475382)"
"1198000","22nd St","Quane St  -  Dolores St","R","North","Tue 2nd & 4th","Tues","12","14","0","1","0","1","0","0","1601441","LINESTRING (-122.424822691646 37.75507498321, -122.425457180225 37.755029078766)"
"9236000","Moncada Way","Moncada Way  -  Moncada Way","L","West","Fri 1st & 3rd","Fri","11","13","1","0","1","0","0","0","1600131","LINESTRING (-122.468957393494 37.727464151717, -122.468822646868 37.72757040803, -122.468644957309 37.727786586465, -122.468655635507 37.727942414355, -122.468783621876 37.72807548124, -122.469055383303 37.728195744716)"
"9694000","North Point St","Leavenworth St  -  Hyde St","R","North","Wed 1st & 3rd","Wed","8","10","1","0","1","0","0","0","1626770","LINESTRING (-122.418718265938 37.805931520008, -122.420369046611 37.805720256366)"
"10644000","Post St","Laguna St  -  Buchanan St","L","South","Wed 1st & 3rd","Wed","6","8","1","0","1","0","0","0","1638152","LINESTRING (-122.428148186725 37.785784488429, -122.429782592291 37.785563847691)"
"13154202","Van Ness Ave","Hemlock St  -  Sutter St","R","East","Friday","Fri","2","6","1","1","1","1","1","0","1639989","LINESTRING (-122.421559716288 37.787087251593, -122.42163673448 37.787467946577, -122.42175810402 37.787548139832)"
"8741101","Market St","Front St  -  Bush St","L","SouthEast","HOLIDAY","Holiday","5","7","1","1","1","1","1","1","1640721","LINESTRING (-122.398264448474 37.791716058294, -122.398285372918 37.791630971153, -122.399042010545 37.79103298455, -122.399148598539 37.791016649255)"
"1444000","25th St","Orange Aly  -  Valencia St","L","South","Thursday","Thu","6","8","1","1","1","1","1","0","1634390","LINESTRING (-122.419933663879 37.750540405142, -122.420507005504 37.750505826042)"
"5096000","Edna St","Havelock St  -  Marston Ave","R","East","Thu 2nd & 4th","Thu","12","14","0","1","0","1","0","0","1620437","LINESTRING (-122.446550296172 37.726698348199, -122.446554734533 37.72746441696)"
"11884000","Silliman St","Princeton St  -  Amherst St","R","North","Thursday","Thu","12","15","1","1","1","1","1","0","1632363","LINESTRING (-122.415945943649 37.728398836717, -122.41691995134 37.728144237097)"
"4801101","Divisadero St","Oak St  -  Fell St","L","West","Saturday","Sat","6","8","1","1","1","1","1","0","1615291","LINESTRING (-122.437422939693 37.77313349266, -122.437486034923 37.773213673653, -122.437638293652 37.773977498984, -122.437610623863 37.774061646375)"
"12622000","Toland St","Evans Ave  -  Galvez Ave","R","NorthWest","Wednesday","Wed","0","6","1","1","1","1","1","0","1625009","LINESTRING (-122.39600861308 37.747262348525, -122.39604068186 37.747078498957, -122.397042836454 37.745974225859)"
"6065201","Geary Blvd","09th Ave  -  10th Ave","R","North","Sunday","Sun","7","8","1","1","1","1","1","0","1611373","LINESTRING (-122.467487652492 37.780879714821, -122.467610473388 37.780940376561, -122.468434170018 37.780899451399, -122.46856387213 37.780822032344)"
"7707102","Junipero Serra Blvd","Moncada Way  -  Paloma Ave","L","East","Wed 1st, 3rd, 5th","Wed","7","8","1","0","1","0","1","0","1613470","LINESTRING (-122.471798323617 37.729792641127, -122.471847938921 37.728908350612)"
"1790000","36th Ave","Unnamed 010  -  Geary Blvd","L","East","Fri 2nd & 4th","Fri","11","13","0","1","0","1","0","0","1644807","LINESTRING (-122.496565679495 37.780157509404, -122.496523868846 37.77955058166)"
"4670000","Del Monte St","Mount Vernon Ave  -  Ottawa Ave","L","SouthEast","Tuesday","Tues","8","10","1","1","1","1","1","0","1609972","LINESTRING (-122.443794783393 37.715472471783, -122.444935827306 37.714577123266)"
"10894000","Ralston St","Randolph St  -  Sargent St","L","West","Mon 1st & 3rd","Mon","8","10","1","0","1","0","0","0","1609898","LINESTRING (-122.468896273406 37.714256184594, -122.468918990354 37.716098256098)"
"3938000","Cherry St","Sacramento St  -  California St","R","West","Wed 1st & 3rd","Wed","8","10","1","0","1","0","0","0","1602663","LINESTRING (-122.456874519004 37.786928219725, -122.456685173066 37.786000029755)"
"7204101","Industrial St","Oakdale Ave  -  Palou Ave","L","South","Sunday","Sun","2","3","1","1","1","1","1","0","1597139","LINESTRING (-122.399685488003 37.739901973609, -122.399995856818 37.739851950434, -122.400669056496 37.739661714068, -122.400899014405 37.739659121165)"
"4958000","Douglass St","Clipper St  -  26th St","R","West","Wed 2nd & 4th","Wed","9","11","0","1","0","1","0","0","1604632","LINESTRING (-122.438246126077 37.748664500703, -122.438165804822 37.747832140191)"
"8764101","Market St","Church St  -  15th St","L","SouthEast","Tuesday","Tues","2","6","1","1","1","1","1","1","1640859","LINESTRING (-122.428948566763 37.767504459571, -122.429053687195 37.767311144355, -122.430591175744 37.766095296193, -122.430824395339 37.766013730949)"
"7249000","Ingerson Ave","Hawes St  -  Redondo St","R","NorthEast","Saturday","Sat","7","8","1","1","1","1","1","0","1623566","LINESTRING (-122.39114136606 37.718040053538, -122.391206142005 37.718105987568, -122.392049983556 37.718584930069)"
"11791101","Shakespeare St","Rhine St  -  Head St","R","NorthEast","Fri 1st & 3rd","Fri","8","10","1","0","1","0","0","0","1605543","LINESTRING (-122.462313356015 37.707988260442, -122.462377486587 37.708080058423, -122.463588093565 37.708905045543, -122.464341296443 37.709415495213)"
"9511000","Natoma St","Mary St  -  06th St","R","NorthWest","Thursday","Thu","0","6","1","1","1","1","1","0","1600282","LINESTRING (-122.406247774854 37.781305844949, -122.407691414493 37.780162025776)"
"9870000","Ocean Ave","Morningside Dr  -  Gellert Dr","L","South","Tue 2nd & 4th","Tues","8","10","0","1","0","1","0","0","1615743","LINESTRING (-122.492284318628 37.731972940538, -122.493125853761 37.731935948099)"
"723000","16th St","South Van Ness Ave  -  Capp St","L","South","Sunday","Sun","4","6","1","1","1","1","1","0","1636219","LINESTRING (-122.417486595427 37.765183134696, -122.418579138758 37.765117159294)"
"11194000","Russia Ave","Naples St  -  Vienna St","R","SouthWest","Monday","Mon","11","13","1","1","1","1","1","0","1631900","LINESTRING (-122.432385186491 37.719298462553, -122.431584857575 37.718916100573)"
"10030000","Ortega St","41st Ave  -  42nd Ave","L","South","Mon 1st, 3rd, 5th","Mon","13","15","1","0","1","0","1","0","1645154","LINESTRING (-122.49991445703 37.751333766526, -122.500987488152 37.751286394226)"
"815000","17th St","Douglass St  -  Ord St","R","North","Thursday","Thu","9","11","1","1","1","1","1","0","1614668","LINESTRING (-122.439491322749 37.762226867148, -122.440168280289 37.762186574295)"
"2133000","Alameda St","Henry Adams St  -  Vermont St","R","North","Friday","Fri","0","6","1","1","1","1","1","0","1612419","LINESTRING (-122.403873820265 37.76859108946, -122.40487459339 37.768530804677)"
"5701002","Folsom St","Kamille Ct  -  Cesar Chavez St","R",,"Friday","Fri","9","11","1","1","1","1","1","0","1620830","LINESTRING (-122.413723350539 37.748816946421, -122.413668844307 37.748255329538)"
"11467201","San Jose Ave","Farragut Ave  -  Lawrence Ave","R","NorthWest","Wed 2nd & 4th","Wed","8","10","0","1","0","1","0","0","1605359","LINESTRING (-122.453457697077 37.713212387184, -122.453789231184 37.71309080198, -122.454665239993 37.712330724182)"
"10615102","Portola Dr","Teresita Blvd  -  Sydney Way","L","SouthEast","Wed 2nd & 4th","Wed","7","8","0","1","0","1","0","0","1609752","LINESTRING (-122.45226885588 37.745173811964, -122.453216784108 37.744611718436, -122.453364841031 37.744592895714)"
"9490000","Naples St","Excelsior Ave  -  Brazil Ave","R","NorthWest","Monday","Mon","10","12","1","1","1","1","1","0","1619654","LINESTRING (-122.42883652692 37.723954572659, -122.430026150895 37.722397871361)"
"9663000","Noriega St","29th Ave  -  30th Ave","L","South","Thu 1st, 3rd, 5th","Thu","7","8","1","0","1","0","1","0","1645613","LINESTRING (-122.48718301246 37.753768546323, -122.48826408049 37.75372090228)"
"10759000","Prentiss St","Ogden Ave  -  Crescent Ave","L","East","Wednesday","Wed","12","14","1","1","1","1","1","0","1620084","LINESTRING (-122.412344525956 37.735821524514, -122.412447331556 37.734669531799)"
"12021000","South Van Ness Ave","15th St  -  Adair St","R","West","Wednesday","Wed","6","8","1","1","1","1","1","0","1646672","LINESTRING (-122.417645452743 37.766805242673, -122.41754231817 37.765752133172)"
"9542000","New Montgomery St","Jessie St  -  Ambrose Bierce St","R","SouthWest","Monday","Mon","3","5","1","1","1","1","1","0","1619689","LINESTRING (-122.401043045205 37.787889613761, -122.400808594586 37.787698947336)"
"8068000","Lakeview Ave","Plymouth Ave  -  Granada Ave","L","South","Fri 1st & 3rd","Fri","12","14","1","0","1","0","0","0","1624319","LINESTRING (-122.456107527142 37.718235208383, -122.457145267577 37.718233360254)"
"10880000","Quintara St","45th Ave  -  46th Ave","R","North","Mon 2nd & 4th","Mon","13","15","0","1","0","1","0","0","1630528","LINESTRING (-122.503941817598 37.747414802843, -122.50501446983 37.747367294507)"
"3073000","Brannan St","Colin P Kelly Jr St  -  02nd St","L","SouthEast","Tuesday","Tues","0","2","1","1","1","1","1","0","1627390","LINESTRING (-122.391308310649 37.7824539661, -122.392077449042 37.781846169856)"
"1838000","37th Ave","Taraval St  -  Ulloa St","R","West","Tue 2nd & 4th","Tues","12","14","0","1","0","1","0","0","1627029","LINESTRING (-122.494979489787 37.742200794976, -122.494849723069 37.740332609811)"
"9126000","Mission St","24th St  -  25th St","R","West","Saturday","Sat","4","6","1","1","1","1","1","0","1619094","LINESTRING (-122.418445270656 37.752239454508, -122.418287869549 37.750639649888)"
"1898000","40th Ave","Santiago St  -  Taraval St","L","East","Thu 2nd & 4th","Thu","12","14","0","1","0","1","0","0","1600517","LINESTRING (-122.498320461393 37.743926718447, -122.498189526931 37.742055675412)"
"4238000","Cole St","Page St  -  Haight St","R","West","Friday","Fri","8","10","1","1","1","1","1","0","1615233","LINESTRING (-122.450407505427 37.770519318385, -122.450216975604 37.769588945007)"
"6928000","Hillview Ct","Hillview Ct  -  Whitney Young Cir","L","SouthEast","Wednesday","Wed","9","11","1","1","1","1","1","0","1608099","LINESTRING (-122.384782227655 37.735559206831, -122.384860260053 37.73551550576, -122.385127037255 37.735421199769, -122.385269101865 37.735309123968)"
"2692000","Balboa St","47th Ave  -  48th Ave","R","North","Tue 2nd & 4th","Tues","11","13","0","1","0","1","0","0","1644131","LINESTRING (-122.50802439254 37.775225680198, -122.509091954265 37.775176820634)"
"3202000","Broderick St","Post St  -  Sutter St","R","East","Mon 1st & 3rd","Mon","12","14","1","0","1","0","0","0","1602278","LINESTRING (-122.441348538798 37.784106550315, -122.441537172966 37.785035899193)"
"163000","03rd St","Market St  -  Stevenson St","R","SouthWest","Friday","Fri","2","6","1","1","1","1","1","0","1628824","LINESTRING (-122.403430800691 37.787641848946, -122.403342641146 37.787274627763, -122.403028192908 37.787024418781)"
"11178000","Rousseau St","Still St  -  Cayuga Ave","R","West","Wednesday","Wed","9","11","1","1","1","1","1","0","1621071","LINESTRING (-122.429956771197 37.7318683386, -122.429766351221 37.731459730352)"
"336000","06th St","Shipley St  -  Clara St","R","SouthWest","Tuesday","Tues","4","6","1","1","1","1","1","0","1614250","LINESTRING (-122.405068509169 37.778068981832, -122.40460550599 37.777699659847)"
"13278000","Vicksburg St","24th St  -  Jersey St","R","West","Mon 2nd & 4th","Mon","8","10","0","1","0","1","0","0","1599210","LINESTRING (-122.428547848699 37.751637798414, -122.42846568736 37.750828968157)"
"5876000","Front St","Green St  -  John Maher St","R","East","Thursday","Thu","2","6","1","1","1","1","1","0","1610642","LINESTRING (-122.400250463247 37.800607120844, -122.400342679316 37.801068477208)"
"3301000","Bryant St","10th St  -  Division St","L","SouthEast","Thursday","Thu","4","6","1","1","1","1","1","0","1601094","LINESTRING (-122.409735889551 37.770348516832, -122.410931088557 37.769411191505)"
"3563000","California St","Broderick St  -  Baker St","L","South","Monday","Mon","9","11","1","1","1","1","1","0","1614877","LINESTRING (-122.442109524912 37.787855573288, -122.443753266322 37.787647210414)"
"12716000","Turk St","Market St  -  Taylor St","L","South","Sunday","Sun","2","6","1","1","1","1","1","0","1625133","LINESTRING (-122.40895215881 37.783287852635, -122.409251727129 37.783407443601, -122.410764827715 37.78321431286)"
"4427000","Cortland Ave","Moultrie St  -  Anderson St","L","North","Tue 1st, 3rd, 5th","Tues","7","8","1","0","1","0","1","0","1615497","LINESTRING (-122.415899479407 37.7390018699, -122.415183626464 37.738932912913)"
"5440000","Fell St","Van Ness Ave  -  Franklin St","R","North","Wednesday","Wed","2","6","1","1","1","1","1","0","1601968","LINESTRING (-122.419506293804 37.776368870039, -122.421148423722 37.776158764867)"
"4846101","Division St","Potrero Ave  -  Bryant St","L","South","Thursday","Thu","0","6","1","1","1","1","1","0","1637275","LINESTRING (-122.40800720328 37.769244010022, -122.408452178623 37.769163146118, -122.40924718366 37.769106968809, -122.409566795484 37.76912721476, -122.410782547233 37.769314499956, -122.410931088557 37.769411191505)"
"11442000","San Jose Ave","Capistrano Ave  -  Standish Ave","L","SouthEast","Fri 2nd & 4th","Fri","8","10","0","1","0","1","0","0","1605282","LINESTRING (-122.438459397079 37.729912443961, -122.438853641162 37.729668977395)"
"2471000","Cesar Chavez St","Indiana St  -  Iowa St","R","North","Friday","Fri","0","6","1","1","1","1","1","0","1629576","LINESTRING (-122.390433038013 37.7501183415, -122.391418367465 37.75014060612)"
"6059101","Geary Blvd","03rd Ave  -  04th Ave","L","South","Wed 1st, 3rd, 5th","Wed","7","8","1","0","1","0","1","0","1611499","LINESTRING (-122.461062828886 37.781160261634, -122.461187492138 37.781091295889, -122.462013938234 37.7810545509, -122.462139278828 37.781110995361)"
"8837000","Mason St","Vandewater St  -  Bay St","L","West","Wed 1st & 3rd","Wed","8","10","1","0","1","0","0","0","1635767","LINESTRING (-122.41351648911 37.805152005202, -122.413604168246 37.805618479782)"
"1491000","26th Ave","Ocean Ave  -  Eucalyptus Dr","L","East","Wed 2nd & 4th","Wed","8","10","0","1","0","1","0","0","1607865","LINESTRING (-122.481875441883 37.732432292437, -122.481787404783 37.731169754496)"
"4932000","Dore St","Bryant St  -  Brannan St","L","NorthEast","Tuesday","Tues","0","6","1","1","1","1","1","0","1604617","LINESTRING (-122.409134368878 37.770820241624, -122.407587388065 37.769586076166)"
"4158000","Clement St","09th Ave  -  10th Ave","L","South","Sunday","Sun","7","8","1","1","1","1","1","0","1602958","LINESTRING (-122.467629100629 37.782802249645, -122.468704481046 37.782750917064)"
"8844201","Masonic Ave","Anza St  -  Ewing Ter","R","West","Wednesday","Wed","8","10","1","1","1","1","1","0","1625984","LINESTRING (-122.447517982987 37.781069511093, -122.447571628469 37.78097111408, -122.447416938181 37.780228929096, -122.447351927474 37.780152061157)"
"9130000","Mission St","Precita Ave  -  Powers Ave","R","NorthWest","Thu 1st, 3rd, 5th","Thu","6","8","1","0","1","0","1","0","1599858","LINESTRING (-122.419121300714 37.746775140348, -122.419505113925 37.746182682866)"
"4493000","Crescent Ave","Moultrie St  -  Anderson St","L","North","Thu 2nd & 4th","Thu","8","10","0","1","0","1","0","0","1603367","LINESTRING (-122.416171879405 37.734855716206, -122.415554402467 37.734824857869)"
"5061002","Eddy St","Wagner Aly  -  Leavenworth St","L",,"Thursday","Thu","6","8","1","1","1","1","1","0","1631001","LINESTRING (-122.413287606897 37.783844774301, -122.414241572962 37.78372378285)"
"5173000","Ellis St","Taylor St  -  Jones St","L","South","Tuesday","Tues","6","8","1","1","1","1","1","0","1610181","LINESTRING (-122.411139801283 37.785074596379, -122.412782128368 37.784866245085)"
"329000","06th St","Mission St  -  Minna St","R","SouthWest","Friday","Fri","4","6","1","1","1","1","1","0","1614175","LINESTRING (-122.408708673446 37.780971182971, -122.408160792966 37.78053538629)"
"5366000","Excelsior Ave","Vienna St  -  Athens St","L","NorthEast","Friday","Fri","9","11","1","1","1","1","1","0","1604858","LINESTRING (-122.428074012104 37.723591101783, -122.427253303854 37.723199882626)"
"145000","02nd St","South Park  -  De Boom St","R","SouthWest","Monday","Mon","0","2","1","1","1","1","1","0","1613006","LINESTRING (-122.392841608307 37.782457099927, -122.392612644013 37.782274048989)"
